Work_Order,Description,Location,Location_Normalized,Asset,Notes,Lead,Reported_Date,Reported_Timestamp,Target_Finish,Target_Finish_Timestamp,Actual_Finish,Actual_Finish_Timestamp,Priority,Priority_Int,Priority_InvalidValue,Work_Type,Status,History,Is_dynamic,Dynamic_Job_Plan_applied,Site
23-51676,DRAG CONVEYOR  P.M.,CV-2108,CV-2108,1435,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-22-24 8:18 AM,2024-05-22T08:18:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51675,CV-2108 - MECHANICAL PM,CV-2108,CV-2108,1435,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-22-24 8:18 AM,2024-05-22T08:18:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51674,DRAG CONVEYOR  P.M.,CV-2106,CV-2106,1432,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,12-20-23 1:30 AM,2023-12-20T01:30:00.000Z,12-21-23 6:47 AM,2023-12-21T06:47:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51673,CV-2106 & CV-2107A- MECHANICAL PM,CV-2106,CV-2106,1432,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,12-20-23 1:30 AM,2023-12-20T01:30:00.000Z,12-20-23 3:00 AM,2023-12-20T03:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-51672,DRAG CONVEYOR  P.M.,CV-2101,CV-2101,,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-16-24 10:00 AM,2024-05-16T10:00:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51671,CV-2101 - MECHANICAL PM,CV-2101,CV-2101,,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,5-16-24 10:00 AM,2024-05-16T10:00:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51670,WEARCHECK OIL SAMPLING TASK ( FOR ANALYSIS),P-1511B,P-1511B,1069,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,1-22-24 12:00 AM,2024-01-22T00:00:00.000Z,1-22-24 11:33 AM,2024-01-22T11:33:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51669,P-1511B - OIL SAMPLE,P-1511B,P-1511B,1069,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,1-22-24 12:30 AM,2024-01-22T00:30:00.000Z,1-22-24 12:30 AM,2024-01-22T00:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-51668,SC-1301 MECHANICAL CHECKS,SC-1301,SC-1301,4868,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,12-25-23 1:00 AM,2023-12-25T01:00:00.000Z,1-10-24 7:26 AM,2024-01-10T07:26:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51667,SC-1301 - MECHANICAL CHECKS,SC-1301,SC-1301,4868,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,12-25-23 1:00 AM,2023-12-25T01:00:00.000Z,1-9-24 1:00 AM,2024-01-09T01:00:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-51666,SC-1301 WEIGH BELT FEEDER MECHANICAL PM,SC-1301,SC-1301,4868,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,6-3-24 8:47 AM,2024-06-03T08:47:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51665,SC-1301 - MECHANICAL PM,SC-1301,SC-1301,4868,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,5-31-24 2:00 AM,2024-05-31T02:00:00.000Z,6-3-24 8:47 AM,2024-06-03T08:47:00.000Z,4,4,,CO,CLOSE,Y,N,NO,CHATHAM
23-51664,TEMPERATURE ELEMENT MONTHLY CLEANING,TT-84302,TT-84302,5835,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,4-9-24 11:12 AM,2024-04-09T11:12:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51663,TT-84302 ELEMENT CLEANING - DR04 ISO 14001,TT-84302,TT-84302,5835,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,4-9-24 11:12 AM,2024-04-09T11:12:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51662,ACCULOAD SCULLY CABLE BI-WEEKLY PM,FQIC-2203,FQIC-2203,7138,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,12-22-23 12:30 AM,2023-12-22T00:30:00.000Z,12-22-23 7:41 AM,2023-12-22T07:41:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-51661,ACCULOAD SCULLY CABLE -PM SERVICE,FQIC-2203,FQIC-2203,7138,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,12-22-23 12:30 AM,2023-12-22T00:30:00.000Z,12-22-23 12:30 AM,2023-12-22T00:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-51660,ROTARY VALVE DRIVE INSPECTION,RV-1203,RV-1203,6721,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,6-21-24 11:09 AM,2024-06-21T11:09:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51659,RV-1203 - MECHANICAL PM,RV-1203,RV-1203,6721,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,6-21-24 11:09 AM,2024-06-21T11:09:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51658,ROTARY VALVE,RV-1201A,RV-1201A,4851,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,6-21-24 8:59 AM,2024-06-21T08:59:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51657,RV-1201A - ROTARY VALVE PM,RV-1201A,RV-1201A,4851,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,6-21-24 8:59 AM,2024-06-21T08:59:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51656,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-1522B,P-1522B,1059,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,8-21-24 9:16 AM,2024-08-21T09:16:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51655,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-1522B,P-1522B,1059,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,8-21-24 9:16 AM,2024-08-21T09:16:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51654,OIL CHANGE ON GOULDS PUMPS,P-1522B,P-1522B,1059,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,8-21-24 9:16 AM,2024-08-21T09:16:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51653,P-1522B - OIL CHANGE/ PM SERVICE,P-1522B,P-1522B,1059,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,8-21-24 12:16 PM,2024-08-21T12:16:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-51652,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-1522A,P-1522A,1058,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,1-6-25 11:08 AM,2025-01-06T11:08:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51651,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-1522A,P-1522A,1058,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,1-6-25 11:08 AM,2025-01-06T11:08:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51650,OIL CHANGE ON GOULDS PUMPS,P-1522A,P-1522A,1058,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,1-6-25 11:08 AM,2025-01-06T11:08:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51649,P-1522A - OIL CHANGE/ PM SERVICE,P-1522A,P-1522A,1058,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,1-6-25 11:08 AM,2025-01-06T11:08:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51648,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-1421,P-1421,1040,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,5-22-24 8:44 AM,2024-05-22T08:44:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51647,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-1421,P-1421,1040,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,5-22-24 8:44 AM,2024-05-22T08:44:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51646,OIL CHANGE ON GOULDS PUMPS,P-1421,P-1421,1040,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,5-22-24 8:44 AM,2024-05-22T08:44:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51645,P-1421A - OIL CHANGE/ PM SERVICE,P-1421,P-1421,1040,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,5-22-24 8:44 AM,2024-05-22T08:44:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51644,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-1405B,P-1405B,1037,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,5-27-24 11:43 AM,2024-05-27T11:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51643,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-1405B,P-1405B,1037,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,5-27-24 11:43 AM,2024-05-27T11:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51642,OIL CHANGE ON GOULDS PUMPS,P-1405B,P-1405B,1037,,,11-27-23 1:48 AM,2023-11-27T01:48:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,5-27-24 11:43 AM,2024-05-27T11:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51641,P-1405B - OIL CHANGE/ PM SERVICE,P-1405B,P-1405B,1037,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,5-27-24 11:43 AM,2024-05-27T11:43:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51640,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-1405A,P-1405A,1038,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,9-9-24 7:58 AM,2024-09-09T07:58:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51639,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-1405A,P-1405A,1038,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,9-9-24 7:58 AM,2024-09-09T07:58:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51638,OIL CHANGE ON GOULDS PUMPS,P-1405A,P-1405A,1038,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,9-9-24 7:58 AM,2024-09-09T07:58:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51637,P-1405A - OIL CHANGE/ PM SERVICE,P-1405A,P-1405A,1038,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,9-9-24 7:58 AM,2024-09-09T07:58:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-51636,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-1404,P-1404,1039,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,6-5-25 7:45 PM,2025-06-05T19:45:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51635,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-1404,P-1404,1039,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,6-5-25 7:45 PM,2025-06-05T19:45:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51634,OIL CHANGE ON GOULDS PUMPS,P-1404,P-1404,1039,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,6-5-25 7:45 PM,2025-06-05T19:45:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51633,TA24 Fall P-1404A - OIL CHANGE/ PM SERVICE,P-1404,P-1404,1039,,CONNER.LOVELL,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,5-31-24 1:00 AM,2024-05-31T01:00:00.000Z,6-5-25 7:45 PM,2025-06-05T19:45:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51632,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-1403,P-1403,1036,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,5-27-24 11:42 AM,2024-05-27T11:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51631,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-1403,P-1403,1036,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,5-27-24 11:42 AM,2024-05-27T11:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51630,OIL CHANGE ON GOULDS PUMPS,P-1403,P-1403,1036,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,5-27-24 11:42 AM,2024-05-27T11:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51629,P-1403A - OIL CHANGE/ PM SERVICE,P-1403,P-1403,1036,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,5-31-24 1:00 AM,2024-05-31T01:00:00.000Z,5-27-24 11:42 AM,2024-05-27T11:42:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51628,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-1402,P-1402,1034,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,5-27-24 11:41 AM,2024-05-27T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51627,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-1402,P-1402,1034,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,5-27-24 11:41 AM,2024-05-27T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51626,OIL CHANGE ON GOULDS PUMPS,P-1402,P-1402,1034,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,5-27-24 11:41 AM,2024-05-27T11:41:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51625,P-1402A - OIL CHANGE/ PM SERVICE,P-1402,P-1402,1034,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,5-31-24 1:00 AM,2024-05-31T01:00:00.000Z,5-27-24 11:41 AM,2024-05-27T11:41:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51624,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-1401,P-1401,1033,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,5-22-24 8:43 AM,2024-05-22T08:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51623,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-1401,P-1401,1033,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,5-22-24 8:43 AM,2024-05-22T08:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51622,OIL CHANGE ON GOULDS PUMPS,P-1401,P-1401,1033,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,5-22-24 8:43 AM,2024-05-22T08:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51621,P-1401A - OIL CHANGE/ PM SERVICE,P-1401,P-1401,1033,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,5-22-24 8:43 AM,2024-05-22T08:43:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51620,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-1400A,P-1400A,1019,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,4-19-24 8:33 AM,2024-04-19T08:33:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51619,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-1400A,P-1400A,1019,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,4-19-24 8:33 AM,2024-04-19T08:33:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51618,OIL CHANGE ON GOULDS PUMPS,P-1400A,P-1400A,1019,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,4-19-24 8:33 AM,2024-04-19T08:33:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51617,P-1400A - OIL CHANGE/ PM SERVICE,P-1400A,P-1400A,1019,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,5-31-24 1:00 AM,2024-05-31T01:00:00.000Z,4-18-24 12:30 AM,2024-04-18T00:30:00.000Z,4,4,,CO,CLOSE,Y,N,NO,CHATHAM
23-51616,MILTON ROY 24 WEEK PM,P-1310A,P-1310A,3583,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-22-24 8:39 AM,2024-05-22T08:39:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51615,MILTON ROY 8 WEEK PM,P-1310A,P-1310A,3583,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-22-24 8:39 AM,2024-05-22T08:39:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51614,P-1310A - ROUTINE PUMP PM SERVICE FE02,P-1310A,P-1310A,3583,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,5-22-24 8:39 AM,2024-05-22T08:39:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51613,MILTON ROY 24 WEEK PM,P-1309,P-1309,3582,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-22-24 8:39 AM,2024-05-22T08:39:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51612,MILTON ROY 8 WEEK PM,P-1309,P-1309,3582,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-22-24 8:39 AM,2024-05-22T08:39:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51611,P-1309A ROUTINE PUMP PM SERVICE FE02,P-1309,P-1309,3582,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,5-22-24 8:39 AM,2024-05-22T08:39:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51610,MILTON ROY 24 WEEK PM,P-1308,P-1308,3581,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-22-24 8:38 AM,2024-05-22T08:38:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51609,MILTON ROY 8 WEEK PM,P-1308,P-1308,3581,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:00 AM,2024-04-23T00:00:00.000Z,5-22-24 8:38 AM,2024-05-22T08:38:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51608,P-1308A - MILROY PUMP ROUTINE PM SERVICE FE02,P-1308,P-1308,3581,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,5-22-24 8:38 AM,2024-05-22T08:38:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51607,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-1307A,P-1307A,1007,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,11-4-24 1:31 PM,2024-11-04T13:31:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51606,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-1307A,P-1307A,1007,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,11-4-24 1:31 PM,2024-11-04T13:31:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51605,OIL CHANGE ON GOULDS PUMPS,P-1307A,P-1307A,1007,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,11-4-24 1:31 PM,2024-11-04T13:31:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51604,P-1307A - OIL CHANGE/ PM SERVICE,P-1307A,P-1307A,1007,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,11-4-24 1:31 PM,2024-11-04T13:31:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51603,CHECK THE IMPROSEALS FOR OIL LEAKAGE,P-1306,P-1306,1014,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,5-27-24 11:43 AM,2024-05-27T11:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51602,REMOVE COUPLING GUARD AND INSPECT OMEGA ELEMENT,P-1306,P-1306,1014,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:15 AM,2024-04-23T00:15:00.000Z,5-27-24 11:43 AM,2024-05-27T11:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51601,OIL CHANGE ON GOULDS PUMPS,P-1306,P-1306,1014,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 12:30 AM,2024-04-23T00:30:00.000Z,5-27-24 11:43 AM,2024-05-27T11:43:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51600,P-1306A - OIL CHANGE/ PM SERVICE,P-1306,P-1306,1014,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,5-27-24 11:43 AM,2024-05-27T11:43:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51599,REPLACE OIL FILTERS,ME-3601,ME-3601,3393,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,4-9-24 11:32 AM,2024-04-09T11:32:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51598,OIL FILTER CHANGE (ALL) - (ME-3601) - PM SERVICE,ME-3601,ME-3601,3393,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,4-9-24 11:32 AM,2024-04-09T11:32:00.000Z,4,4,,SD,CLOSE,Y,N,NO,CHATHAM
23-51597,(POST) REMOVE SCAFF ON NORTH END,EV-1630,EV-1630,1649,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 1:30 AM,2024-04-23T01:30:00.000Z,2-7-24 12:32 PM,2024-02-07T12:32:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51596,(POST) REMOVE SCAFF ON SOUTH END,EV-1630,EV-1630,1649,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 3:30 AM,2024-04-23T03:30:00.000Z,2-7-24 12:32 PM,2024-02-07T12:32:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51595,"INSTALL HEADS ON EXCHANGER, REPLACE END GASKETS",EV-1630,EV-1630,1649,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 6:00 AM,2024-04-23T06:00:00.000Z,2-7-24 12:32 PM,2024-02-07T12:32:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51594,CRANE TO ASSIST IN LIFT/RE-INSTALL,EV-1630,EV-1630,1649,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 2:00 AM,2024-04-23T02:00:00.000Z,2-7-24 12:32 PM,2024-02-07T12:32:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-51593,OPS TO INSPECT FOR CLEANLINESS,EV-1630,EV-1630,1649,,,11-27-23 1:47 AM,2023-11-27T01:47:00.000Z,4-23-24 1:00 AM,2024-04-23T01:00:00.000Z,2-7-24 12:32 PM,2024-02-07T12:32:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
