WorkOrder_Asset,WorkOrder_Description,Work_Order,Location,Location_Normalized,Notes,Lead,Reported_Date,Reported_Timestamp,Target_Finish,Target_Finish_Timestamp,Actual_Finish,Actual_Finish_Timestamp,Priority,Priority_Int,Priority_InvalidValue,Work_Type,Status,History,Is_dynamic,Dynamic_Job_Plan_applied,Site,Assets,Asset_Descriptions,Parent,IsProblematic,Area,Tag_Full,INstrumentation_Location,Instrumentation_Type_,Instrumentation_Data_Type,Instrumentation_Data_Type_Meaning,INstrumentation_Type_Description,Role,Instrumentation_Description,Related_Location_Cleaned
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_D,CH-DRYER_D:PT84402.PNT,PT-84402,PT,PNT,Point value / indication,Pressure transmitter,Measurement,DRUM DR1826 FRONT LUBEN TIMER,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_D,CH-DRYER_D:SG8403A.STAIND,SG-8403A,SG,STAIND,"Status indication (open/closed, run/stop)",Speed/limit switch,Equipment status,DRUM DR1826 REAR LUBE TIMER,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TIC84302.SPT,TIC-84302,TIC,SPT,Setpoint (SP),Temperature indicating controller,Setpoint,DRUM DR1826 SPEED CONTROL,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84201.PNT,TT-84201,TT,PNT,Point value / indication,Temperature transmitter,Measurement,DRUM DR1826 SPEED CONTROL,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84203.PNT,TT-84203,TT,PNT,Point value / indication,Temperature transmitter,Measurement,DRUM DR1826 SPEED CONTROL,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84205.PNT,TT-84205,TT,PNT,Point value / indication,Temperature transmitter,Measurement,DRUM DR1826 SPEED SWITCH,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_D_CY2,CH-DRYER_D_CY2:TT84317.PNT,TT-84317,TT,PNT,Point value / indication,Temperature transmitter,Measurement,DRUM DR1826 MOTOR 1 CONTROL,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_D_CY2,CH-DRYER_D_CY2:TT84318.PNT,TT-84318,TT,PNT,Point value / indication,Temperature transmitter,Measurement,DR1826 MASTR 2 MOTR SPD CTRL,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_D_CY,CH-DRYER_D_CY:ZTA84308.PNT,ZTA-84308,ZTA,PNT,Point value / indication,Valve/actuator position feedback,Measurement,DRUM DR1826 ACCESS DOOR,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT701,CH-DR_DECANT701:ST17703A.MEAS,ST-17703A,ST,MEAS,Measured value (PV),Speed/torque transmitter,Measurement,DRUM DR1826 MASTER  START,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT701,CH-DR_DECANT701:XS17703B.CIN,XS-17703B,XS,CIN,Contact input (discrete),Limit/proximity switch (status),Discrete Input,DRUM DR1826 MOTOR A AMPERAGE,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT701,CH-DR_DECANT701:XS17703C.CIN,XS-17703C,XS,CIN,Contact input (discrete),Limit/proximity switch (status),Discrete Input,DRUM DR1826 MOTOR B AMPERAGE,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT701,CH-DR_DECANT701:XV17702.STAIND,XV-17702,XV,STAIND,"Status indication (open/closed, run/stop)",Valve/damper/door status (discrete),Status,DRUM DR1826 MOTOR C AMPERAGE,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT701,CH-DR_DECANT701:XV17732.STAIND,XV-17732,XV,STAIND,"Status indication (open/closed, run/stop)",Valve/damper/door status (discrete),Status,DRUM DR1826 MOTOR D AMPERAGE,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT702,CH-DR_DECANT702:ST17706A.MEAS,ST-17706A,ST,MEAS,Measured value (PV),Speed/torque transmitter,Measurement,DRUM DR1826 FRONT LUBEN TIMER,DR-1826
2555,Trunnion Lubrication,23-32090,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,3-2-23 10:30 AM,2023-03-02T10:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT702,CH-DR_DECANT702:ST17706B.RO01,ST-17706B,ST,RO01,Binary/relay output channel,Speed/torque transmitter,Binary Output,DRUM DR1826 REAR LUBE TIMER,DR-1826
2556,Trunnion Lubrication,23-32091,DR-1826,DR-1826,,,1-16-23 1:49 AM,2023-01-16T01:49:00.000Z,2-9-23 12:00 AM,2023-02-09T00:00:00.000Z,1-21-23 12:02 PM,2023-01-21T12:02:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_A,CH-DRYER_A:KS18145A.STAIND,KS-18145A,KS,STAIND,"Status indication (open/closed, run/stop)",Limit switch (asset status),Equipment status,DRUM DR1826 FRONT LUBEN TIMER,DR-1826
